	CARD Sequence ID	RGI v5.2.1 with v3.2.4 symbol	RGI v5.2.1 with v3.2.4 accession	RGI v5.2.1 with v3.2.4 drug class	AMRFinderPlus v3.10.40 with 2022-08-09.1 symbol	AMRFinderPlus v3.10.40 with 2022-08-09.1 accession	AMRFinderPlus v3.10.40 with 2022-08-09.1 drug class	NCBI Family
475	OXA-499	OXA-499	WP_063864112.1	carbapenem/cephalosporin/penam	OXA-499	WP_063864112.1	carbapenem	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase
476	OXA-825	OXA-825	WP_140423318.1	carbapenem/cephalosporin/penam	OXA-825	WP_140423318.1	beta-lactam	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase
477	OXA-114b	OXA-114b	WP_006384924.1	carbapenem/cephalosporin/penam	OXA-114b	WP_006384924.1	beta-lactam	class D beta-lactamase
478	OXA-114c	OXA-114c	WP_054448427.1	carbapenem/cephalosporin/penam	OXA-114c	WP_054448427.1	beta-lactam	class D beta-lactamase
479	OXA-114d	OXA-114d	WP_063860980.1	carbapenem/cephalosporin/penam	OXA-114d	WP_063860980.1	beta-lactam	class D beta-lactamase
480	OXA-114e	OXA-114e	WP_049058560.1	carbapenem/cephalosporin/penam	OXA-114e	WP_049058560.1	beta-lactam	class D beta-lactamase
481	OXA-114f	OXA-114f	WP_024069684.1	carbapenem/cephalosporin/penam	OXA-114f	WP_024069684.1	beta-lactam	class D beta-lactamase
482	OXA-114g	OXA-114g	WP_063861000.1	carbapenem/cephalosporin/penam	OXA-114g	WP_063861000.1	beta-lactam	class D beta-lactamase
483	OXA-114h	OXA-114h	WP_053498400.1	carbapenem/cephalosporin/penam	OXA-114h	WP_053498400.1	beta-lactam	class D beta-lactamase
484	OXA-114i	OXA-114i	WP_026382828.1	carbapenem/cephalosporin/penam	OXA-114i	WP_026382828.1	beta-lactam	class D beta-lactamase
485	OXA-114j	OXA-114j	WP_054437016.1	carbapenem/cephalosporin/penam	OXA-114j	WP_054437016.1	beta-lactam	class D beta-lactamase
486	OXA-114k	OXA-114k	WP_136512073.1	carbapenem/cephalosporin/penam	OXA-114k	WP_136512073.1	beta-lactam	class D beta-lactamase
487	OXA-114l	OXA-114l	WP_054517040.1	carbapenem/cephalosporin/penam	OXA-114l	WP_054517040.1	beta-lactam	class D beta-lactamase
488	OXA-114m	OXA-114m	WP_054471662.1	carbapenem/cephalosporin/penam	OXA-114m	WP_054471662.1	beta-lactam	class D beta-lactamase
489	OXA-114n	OXA-114n	WP_136512074.1	carbapenem/cephalosporin/penam	OXA-114n	WP_136512074.1	beta-lactam	class D beta-lactamase
490	OXA-114p	OXA-114p	WP_076412384.1	carbapenem/cephalosporin/penam	OXA-114p	WP_076412384.1	beta-lactam	class D beta-lactamase
491	OXA-114q	OXA-114q	WP_136512075.1	carbapenem/cephalosporin/penam	OXA-114q	WP_136512075.1	beta-lactam	class D beta-lactamase
492	OXA-114r	OXA-114r	WP_136512076.1	carbapenem/cephalosporin/penam	OXA-114r	WP_136512076.1	beta-lactam	class D beta-lactamase
493	OXA-114s	OXA-114s	WP_136512077.1	carbapenem/cephalosporin/penam	OXA-114s	WP_136512077.1	beta-lactam	class D beta-lactamase
494	OXA-114t	OXA-114t	WP_136512078.1	carbapenem/cephalosporin/penam	OXA-114t	WP_136512078.1	beta-lactam	class D beta-lactamase
495	OXA-114u	OXA-114u	WP_136512079.1	carbapenem/cephalosporin/penam	OXA-114u	WP_136512079.1	beta-lactam	class D beta-lactamase
496	OXA-114v	OXA-114v	WP_136512080.1	carbapenem/cephalosporin/penam	OXA-114v	WP_136512080.1	beta-lactam	class D beta-lactamase
497	OXA-114w	OXA-114w	WP_136512081.1	carbapenem/cephalosporin/penam	OXA-114w	WP_136512081.1	beta-lactam	class D beta-lactamase
498	OXA-114x	OXA-114x	WP_136512082.1	carbapenem/cephalosporin/penam	OXA-114x	WP_136512082.1	beta-lactam	class D beta-lactamase
499	OXA-159	OXA-159	WP_063861087.1	carbapenem/cephalosporin/penam	OXA-159	WP_063861087.1	carbapenem	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase
500	OXA-193	OXA-193	WP_002783228.1	carbapenem/cephalosporin/penam	OXA-193	WP_002783228.1	beta-lactam	OXA-61 family class D beta-lactamase
501	OXA-307	OXA-307	WP_032879257.1	carbapenem/cephalosporin/penam	OXA-307	WP_032879257.1	carbapenem	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase
502	OXA-395	OXA-395	WP_015649877.1	carbapenem/cephalosporin/penam	OXA-395	WP_015649877.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
503	OXA-396	OXA-396	WP_016852290.1	carbapenem/cephalosporin/penam	OXA-396	WP_016852290.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
504	OXA-489	OXA-489	WP_002791310.1	carbapenem/cephalosporin/penam	OXA-489	WP_002791310.1	beta-lactam	OXA-61 family class D beta-lactamase
505	OXA-491	OXA-491	WP_020848173.1	carbapenem/cephalosporin/penam	OXA-491	WP_020848173.1	beta-lactam	class D beta-lactamase
506	OXA-493	OXA-493	WP_012662081.1	carbapenem/cephalosporin/penam	OXA-493	WP_012662081.1	beta-lactam	class D beta-lactamase
507	OXA-494	OXA-494	WP_003118452.1	carbapenem/cephalosporin/penam	OXA-494	WP_003118452.1	beta-lactam	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
508	OXA-497	OXA-497	WP_058061931.1	carbapenem/cephalosporin/penam	OXA-497	WP_058061931.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
509	OXA-498	OXA-498	WP_063454569.1	carbapenem/cephalosporin/penam	OXA-498	WP_063454569.1	beta-lactam	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
510	OXA-500	OXA-500	WP_002121386.1	carbapenem/cephalosporin/penam	OXA-500	WP_002121386.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
511	OXA-501	OXA-501	WP_063864113.1	carbapenem/cephalosporin/penam	OXA-501	WP_063864113.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
512	OXA-502	OXA-502	WP_032003497.1	carbapenem/cephalosporin/penam	OXA-502	WP_032003497.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
513	OXA-503	OXA-503	WP_063864114.1	carbapenem/cephalosporin/penam	OXA-503	WP_063864114.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
514	OXA-504	OXA-504	WP_063864115.1	carbapenem/cephalosporin/penam	OXA-504	WP_063864115.1	beta-lactam	class D beta-lactamase
515	OXA-505	OXA-505	WP_063864118.1	carbapenem/cephalosporin/penam	OXA-505	WP_063864118.1	carbapenem	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase
516	OXA-506	OXA-506	WP_032007272.1	carbapenem/cephalosporin/penam	OXA-506	WP_032007272.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
517	OXA-507	OXA-507	WP_063864138.1	carbapenem/cephalosporin/penam	OXA-507	WP_063864138.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
518	OXA-508	OXA-508	WP_063864150.1	carbapenem/cephalosporin/penam	OXA-508	WP_063864150.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
519	OXA-509	OXA-509	WP_063864158.1	carbapenem/cephalosporin/penam	OXA-509	WP_063864158.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
520	OXA-510	OXA-510	WP_068981635.1	carbapenem/cephalosporin/penam	OXA-510	WP_068981635.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
521	OXA-511	OXA-511	WP_068981636.1	carbapenem/cephalosporin/penam	OXA-511	WP_068981636.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
522	OXA-512	OXA-512	WP_063864184.1	carbapenem/cephalosporin/penam	OXA-512	WP_063864184.1	carbapenem	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase
523	OXA-513	OXA-513	WP_063864194.1	carbapenem/cephalosporin/penam	OXA-513	WP_063864194.1	beta-lactam	OXA-364 family class D beta-lactamase
524	OXA-514	OXA-514	WP_094009803.1	carbapenem/cephalosporin/penam	OXA-514	WP_094009803.1	beta-lactam	OXA-48 family class D beta-lactamase
525	OXA-515	OXA-515	WP_094009804.1	carbapenem/cephalosporin/penam	OXA-515	WP_094009804.1	beta-lactam	OXA-48 family class D beta-lactamase
526	OXA-516	OXA-516	WP_063864208.1	carbapenem/cephalosporin/penam	OXA-516	WP_063864208.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
527	OXA-517	OXA-517	WP_085562384.1	carbapenem/cephalosporin/penam	OXA-517	WP_085562384.1	beta-lactam	OXA-48 family class D beta-lactamase
528	OXA-518	OXA-518	WP_063864216.1	carbapenem/cephalosporin/penam	OXA-518	WP_063864216.1	beta-lactam	OXA-493 family class D beta-lactamase
529	OXA-519	OXA-519	WP_094009808.1	carbapenem/cephalosporin/penam	OXA-519	WP_094009808.1	beta-lactam	OXA-48 family class D beta-lactamase
530	OXA-520	OXA-520	WP_065159014.1	carbapenem/cephalosporin/penam	OXA-520	WP_065159014.1	beta-lactam	OXA-10 family class D beta-lactamase
531	OXA-521	OXA-521	WP_065419572.1	carbapenem/cephalosporin/penam	OXA-521	WP_065419572.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
532	OXA-522	OXA-522	WP_068981637.1	carbapenem/cephalosporin/penam	OXA-522	WP_068981637.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
533	OXA-523	OXA-523	WP_068981638.1	carbapenem/cephalosporin/penam	OXA-523	WP_068981638.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
534	OXA-524	OXA-524	WP_068981639.1	carbapenem/cephalosporin/penam	OXA-524	WP_068981639.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
535	OXA-525	OXA-525	WP_068981640.1	carbapenem/cephalosporin/penam	OXA-525	WP_068981640.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
536	OXA-526	OXA-526	WP_068981641.1	carbapenem/cephalosporin/penam	OXA-526	WP_068981641.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
537	OXA-527	OXA-527	WP_068981642.1	carbapenem/cephalosporin/penam	OXA-527	WP_068981642.1	beta-lactam	class D beta-lactamase
538	OXA-528	OXA-528	WP_068981643.1	carbapenem/cephalosporin/penam	OXA-528	WP_068981643.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
539	OXA-529	OXA-529	WP_068981644.1	carbapenem/cephalosporin/penam	OXA-529	WP_068981644.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
540	OXA-530	OXA-530	WP_068981645.1	carbapenem/cephalosporin/penam	OXA-530	WP_068981645.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
541	OXA-531	OXA-531	WP_068981646.1	carbapenem/cephalosporin/penam	OXA-531	WP_068981646.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
542	OXA-532	OXA-532	WP_068981647.1	carbapenem/cephalosporin/penam	OXA-532	WP_068981647.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
543	OXA-533	OXA-533	WP_068611377.1	carbapenem/cephalosporin/penam	OXA-533	WP_068611377.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
544	OXA-534	OXA-534	WP_069280711.1	carbapenem/cephalosporin/penam	OXA-534	WP_069280711.1	beta-lactam	OXA-1 family class D beta-lactamase
545	OXA-536	OXA-536	WP_070064535.1	carbapenem/cephalosporin/penam	OXA-536	WP_070064535.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
546	OXA-537	OXA-537	WP_070064536.1	carbapenem/cephalosporin/penam	OXA-537	WP_070064536.1	carbapenem	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
547	OXA-538	OXA-538	WP_071593227.1	carbapenem/cephalosporin/penam	OXA-538	WP_071593227.1	beta-lactam	OXA-48 family class D beta-lactamase
548	OXA-542	OXA-542	WP_109545048.1	carbapenem/cephalosporin/penam	OXA-542	WP_109545048.1	carbapenem	carbapenem-hydrolyzing class D beta-lactamase
549	OXA-545	OXA-545	WP_085562402.1	carbapenem/cephalosporin/penam	OXA-545	WP_085562402.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
550	OXA-546	OXA-546	WP_087587945.1	carbapenem/cephalosporin/penam	OXA-546	WP_087587945.1	beta-lactam	OXA-48 family class D beta-lactamase
551	OXA-547	OXA-547	WP_085562403.1	carbapenem/cephalosporin/penam	OXA-547	WP_085562403.1	beta-lactam	OXA-48 family class D beta-lactamase
552	OXA-548	OXA-548	WP_087587939.1	carbapenem/cephalosporin/penam	OXA-548	WP_087587939.1	beta-lactam	class D beta-lactamase
553	OXA-549	OXA-549	WP_087587940.1	carbapenem/cephalosporin/penam	OXA-549	WP_087587940.1	beta-lactam	OXA-548 family class D beta-lactamase
554	OXA-550	OXA-550	WP_087587941.1	carbapenem/cephalosporin/penam	OXA-550	WP_087587941.1	beta-lactam	OXA-548 family class D beta-lactamase
555	OXA-551	OXA-551	WP_087587942.1	carbapenem/cephalosporin/penam	OXA-551	WP_087587942.1	beta-lactam	OXA-548 family class D beta-lactamase
556	OXA-552	OXA-552	WP_087587943.1	carbapenem/cephalosporin/penam	OXA-552	WP_087587943.1	beta-lactam	OXA-548 family class D beta-lactamase
557	OXA-553	OXA-553	WP_087587944.1	carbapenem/cephalosporin/penam	OXA-553	WP_087587944.1	beta-lactam	OXA-548 family class D beta-lactamase
558	OXA-554	OXA-554	WP_085562408.1	carbapenem/cephalosporin/penam	OXA-554	WP_085562408.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
559	OXA-555	OXA-555	WP_085562409.1	carbapenem/cephalosporin/penam	OXA-555	WP_085562409.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
560	OXA-556	OXA-556	WP_085562410.1	carbapenem/cephalosporin/penam	OXA-556	WP_085562410.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
561	OXA-557	OXA-557	WP_085562411.1	carbapenem/cephalosporin/penam	OXA-557	WP_085562411.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
562	OXA-558	OXA-558	WP_085562412.1	carbapenem/cephalosporin/penam	OXA-558	WP_085562412.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
563	OXA-559	OXA-559	WP_085562413.1	carbapenem/cephalosporin/penam	OXA-559	WP_085562413.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
564	OXA-560	OXA-560	WP_085562414.1	carbapenem/cephalosporin/penam	OXA-560	WP_085562414.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
565	OXA-561	OXA-561	WP_085562415.1	carbapenem/cephalosporin/penam	OXA-561	WP_085562415.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
566	OXA-562	OXA-562	WP_085562416.1	carbapenem/cephalosporin/penam	OXA-562	WP_085562416.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
567	OXA-563	OXA-563	WP_085562417.1	carbapenem/cephalosporin/penam	OXA-563	WP_085562417.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
568	OXA-564	OXA-564	WP_085562418.1	carbapenem/cephalosporin/penam	OXA-564	WP_085562418.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
569	OXA-565	OXA-565	WP_085562421.1	carbapenem/cephalosporin/penam	OXA-565	WP_085562421.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
570	OXA-566	OXA-566	WP_094009811.1	carbapenem/cephalosporin/penam	OXA-566	WP_094009811.1	beta-lactam	OXA-48 family class D beta-lactamase
571	OXA-567	OXA-567	WP_099156052.1	carbapenem/cephalosporin/penam	OXA-567	WP_099156052.1	beta-lactam	OXA-48 family class D beta-lactamase
572	OXA-568	OXA-568	WP_099337823.1	carbapenem/cephalosporin/penam	OXA-568	WP_099337823.1	beta-lactam	class D beta-lactamase
573	OXA-569	OXA-569	WP_102607461.1	carbapenem/cephalosporin/penam	OXA-569	WP_102607461.1	beta-lactam	OXA-22 family class D beta-lactamase
574	OXA-572	OXA-572	WP_102607464.1	carbapenem/cephalosporin/penam	OXA-572	WP_102607464.1	beta-lactam	OXA-22 family class D beta-lactamase
575	OXA-574	OXA-574	WP_064808581.1	carbapenem/cephalosporin/penam	OXA-574	WP_064808581.1	beta-lactam	OXA-22 family class D beta-lactamase
576	OXA-575	OXA-575	WP_104009853.1	carbapenem/cephalosporin/penam	OXA-575	WP_104009853.1	carbapenem	OXA-214 family carbapenem-hydrolyzing class D beta-lactamase
577	OXA-576	OXA-576	WP_087696200.1	carbapenem/cephalosporin/penam	OXA-576	WP_087696200.1	beta-lactam	class D beta-lactamase
578	OXA-577	OXA-577	WP_109545091.1	carbapenem/cephalosporin/penam	OXA-577	WP_109545091.1	beta-lactam	OXA-61 family class D beta-lactamase
579	OXA-578	OXA-578	WP_002812372.1	carbapenem/cephalosporin/penam	OXA-578	WP_002812372.1	beta-lactam	OXA-61 family class D beta-lactamase
580	OXA-579	OXA-579	WP_002837769.1	carbapenem/cephalosporin/penam	OXA-579	WP_002837769.1	beta-lactam	OXA-61 family class D beta-lactamase
581	OXA-580	OXA-580	WP_025006557.1	carbapenem/cephalosporin/penam	OXA-580	WP_025006557.1	beta-lactam	OXA-61 family class D beta-lactamase
582	OXA-581	OXA-581	WP_052788887.1	carbapenem/cephalosporin/penam	OXA-581	WP_052788887.1	beta-lactam	OXA-61 family class D beta-lactamase
583	OXA-582	OXA-582	WP_109545107.1	carbapenem/cephalosporin/penam	OXA-582	WP_109545107.1	beta-lactam	OXA-61 family class D beta-lactamase
584	OXA-583	OXA-583	WP_052781249.1	carbapenem/cephalosporin/penam	OXA-583	WP_052781249.1	beta-lactam	OXA-61 family class D beta-lactamase
585	OXA-584	OXA-584	WP_109545088.1	carbapenem/cephalosporin/penam	OXA-584	WP_109545088.1	beta-lactam	OXA-61 family class D beta-lactamase
586	OXA-585	OXA-585	WP_109545089.1	carbapenem/cephalosporin/penam	OXA-585	WP_109545089.1	beta-lactam	OXA-61 family class D beta-lactamase
587	OXA-586	OXA-586	WP_109545090.1	carbapenem/cephalosporin/penam	OXA-586	WP_109545090.1	beta-lactam	OXA-61 family class D beta-lactamase
588	OXA-587	OXA-587	WP_109545092.1	carbapenem/cephalosporin/penam	OXA-587	WP_109545092.1	beta-lactam	OXA-61 family class D beta-lactamase
589	OXA-588	OXA-588	WP_109545095.1	carbapenem/cephalosporin/penam	OXA-588	WP_109545095.1	beta-lactam	OXA-61 family class D beta-lactamase
590	OXA-589	OXA-589	WP_109545096.1	carbapenem/cephalosporin/penam	OXA-589	WP_109545096.1	beta-lactam	OXA-61 family class D beta-lactamase
591	OXA-590	OXA-590	WP_109545103.1	carbapenem/cephalosporin/penam	OXA-590	WP_109545103.1	beta-lactam	OXA-61 family class D beta-lactamase
592	OXA-591	OXA-591	WP_002889704.1	carbapenem/cephalosporin/penam	OXA-591	WP_002889704.1	beta-lactam	OXA-61 family class D beta-lactamase
593	OXA-592	OXA-592	WP_002857546.1	carbapenem/cephalosporin/penam	OXA-592	WP_002857546.1	beta-lactam	OXA-61 family class D beta-lactamase
594	OXA-593	OXA-593	WP_109545097.1	carbapenem/cephalosporin/penam	OXA-593	WP_109545097.1	beta-lactam	OXA-61 family class D beta-lactamase
595	OXA-594	OXA-594	WP_044600959.1	carbapenem/cephalosporin/penam	OXA-594	WP_044600959.1	beta-lactam	OXA-61 family class D beta-lactamase
596	OXA-595	OXA-595	WP_002824679.1	carbapenem/cephalosporin/penam	OXA-595	WP_002824679.1	beta-lactam	OXA-61 family class D beta-lactamase
597	OXA-596	OXA-596	WP_109545093.1	carbapenem/cephalosporin/penam	OXA-596	WP_109545093.1	beta-lactam	OXA-61 family class D beta-lactamase
598	OXA-597	OXA-597	WP_052800105.1	carbapenem/cephalosporin/penam	OXA-597	WP_052800105.1	beta-lactam	OXA-61 family class D beta-lactamase
599	OXA-598	OXA-598	WP_109545101.1	carbapenem/cephalosporin/penam	OXA-598	WP_109545101.1	beta-lactam	OXA-61 family class D beta-lactamase
600	OXA-599	OXA-599	WP_109545098.1	carbapenem/cephalosporin/penam	OXA-599	WP_109545098.1	beta-lactam	OXA-61 family class D beta-lactamase
601	OXA-600	OXA-600	WP_109545094.1	carbapenem/cephalosporin/penam	OXA-600	WP_109545094.1	beta-lactam	OXA-61 family class D beta-lactamase
602	OXA-601	OXA-601	WP_052803794.1	carbapenem/cephalosporin/penam	OXA-601	WP_052803794.1	beta-lactam	OXA-61 family class D beta-lactamase
603	OXA-602	OXA-602	WP_109545105.1	carbapenem/cephalosporin/penam	OXA-602	WP_109545105.1	beta-lactam	OXA-61 family class D beta-lactamase
604	OXA-603	OXA-603	WP_053921012.1	carbapenem/cephalosporin/penam	OXA-603	WP_053921012.1	beta-lactam	OXA-61 family class D beta-lactamase
605	OXA-604	OXA-604	WP_109545104.1	carbapenem/cephalosporin/penam	OXA-604	WP_109545104.1	beta-lactam	OXA-61 family class D beta-lactamase
606	OXA-605	OXA-605	WP_109545108.1	carbapenem/cephalosporin/penam	OXA-605	WP_109545108.1	beta-lactam	OXA-61 family class D beta-lactamase
607	OXA-606	OXA-606	WP_109545106.1	carbapenem/cephalosporin/penam	OXA-606	WP_109545106.1	beta-lactam	OXA-61 family class D beta-lactamase
608	OXA-607	OXA-607	WP_109545102.1	carbapenem/cephalosporin/penam	OXA-607	WP_109545102.1	beta-lactam	OXA-61 family class D beta-lactamase
609	OXA-608	OXA-608	WP_109545087.1	carbapenem/cephalosporin/penam	OXA-608	WP_109545087.1	beta-lactam	OXA-61 family class D beta-lactamase
610	OXA-609	OXA-609	WP_052798312.1	carbapenem/cephalosporin/penam	OXA-609	WP_052798312.1	beta-lactam	OXA-61 family class D beta-lactamase
611	OXA-610	OXA-610	WP_109545099.1	carbapenem/cephalosporin/penam	OXA-610	WP_109545099.1	beta-lactam	OXA-61 family class D beta-lactamase
612	OXA-611	OXA-611	WP_052788483.1	carbapenem/cephalosporin/penam	OXA-611	WP_052788483.1	beta-lactam	OXA-61 family class D beta-lactamase
613	OXA-612	OXA-612	WP_109545100.1	carbapenem/cephalosporin/penam	OXA-612	WP_109545100.1	beta-lactam	OXA-61 family class D beta-lactamase
614	OXA-613	OXA-613	WP_109545111.1	carbapenem/cephalosporin/penam	OXA-613	WP_109545111.1	beta-lactam	OXA-184 family class D beta-lactamase
615	OXA-614	OXA-614	WP_070233680.1	carbapenem/cephalosporin/penam	OXA-614	WP_070233680.1	beta-lactam	OXA-184 family class D beta-lactamase
616	OXA-615	OXA-615	WP_109545115.1	carbapenem/cephalosporin/penam	OXA-615	WP_109545115.1	beta-lactam	OXA-184 family class D beta-lactamase
617	OXA-616	OXA-616	WP_109545110.1	carbapenem/cephalosporin/penam	OXA-616	WP_109545110.1	beta-lactam	OXA-184 family class D beta-lactamase
618	OXA-617	OXA-617	WP_109545114.1	carbapenem/cephalosporin/penam	OXA-617	WP_109545114.1	beta-lactam	OXA-184 family class D beta-lactamase
619	OXA-618	OXA-618	WP_109545113.1	carbapenem/cephalosporin/penam	OXA-618	WP_109545113.1	beta-lactam	OXA-184 family class D beta-lactamase
620	OXA-619	OXA-619	WP_109545075.1	carbapenem/cephalosporin/penam	OXA-619	WP_109545075.1	beta-lactam	OXA-184 family class D beta-lactamase
621	OXA-620	OXA-620	WP_109545076.1	carbapenem/cephalosporin/penam	OXA-620	WP_109545076.1	beta-lactam	OXA-184 family class D beta-lactamase
622	OXA-621	OXA-621	WP_109545116.1	carbapenem/cephalosporin/penam	OXA-621	WP_109545116.1	beta-lactam	OXA-184 family class D beta-lactamase
623	OXA-622	OXA-622	WP_109545112.1	carbapenem/cephalosporin/penam	OXA-622	WP_109545112.1	beta-lactam	OXA-184 family class D beta-lactamase
624	OXA-623	OXA-623	WP_002936877.1	carbapenem/cephalosporin/penam	OXA-623	WP_002936877.1	beta-lactam	OXA-184 family class D beta-lactamase
625	OXA-624	OXA-624	WP_088303859.1	carbapenem/cephalosporin/penam	OXA-624	WP_088303859.1	beta-lactam	OXA-184 family class D beta-lactamase
626	OXA-625	OXA-625	WP_052794776.1	carbapenem/cephalosporin/penam	OXA-625	WP_052794776.1	beta-lactam	OXA-184 family class D beta-lactamase
627	OXA-626	OXA-626	WP_109545080.1	carbapenem/cephalosporin/penam	OXA-626	WP_109545080.1	beta-lactam	OXA-184 family class D beta-lactamase
628	OXA-627	OXA-627	WP_109545081.1	carbapenem/cephalosporin/penam	OXA-627	WP_109545081.1	beta-lactam	OXA-184 family class D beta-lactamase
629	OXA-628	OXA-628	WP_109545083.1	carbapenem/cephalosporin/penam	OXA-628	WP_109545083.1	beta-lactam	OXA-184 family class D beta-lactamase
630	OXA-629	OXA-629	WP_057036510.1	carbapenem/cephalosporin/penam	OXA-629	WP_057036510.1	beta-lactam	OXA-184 family class D beta-lactamase
631	OXA-630	OXA-630	WP_109545085.1	carbapenem/cephalosporin/penam	OXA-630	WP_109545085.1	beta-lactam	OXA-184 family class D beta-lactamase
632	OXA-631	OXA-631	WP_109545079.1	carbapenem/cephalosporin/penam	OXA-631	WP_109545079.1	beta-lactam	OXA-184 family class D beta-lactamase
633	OXA-632	OXA-632	WP_109545086.1	carbapenem/cephalosporin/penam	OXA-632	WP_109545086.1	beta-lactam	OXA-184 family class D beta-lactamase
634	OXA-633	OXA-633	WP_109545082.1	carbapenem/cephalosporin/penam	OXA-633	WP_109545082.1	beta-lactam	OXA-184 family class D beta-lactamase
635	OXA-634	OXA-634	WP_109545084.1	carbapenem/cephalosporin/penam	OXA-634	WP_109545084.1	beta-lactam	OXA-184 family class D beta-lactamase
636	OXA-635	OXA-635	WP_109545078.1	carbapenem/cephalosporin/penam	OXA-635	WP_109545078.1	beta-lactam	OXA-184 family class D beta-lactamase
637	OXA-636	OXA-636	WP_109545077.1	carbapenem/cephalosporin/penam	OXA-636	WP_109545077.1	beta-lactam	OXA-184 family class D beta-lactamase
638	OXA-637	OXA-637	WP_052858477.1	carbapenem/cephalosporin/penam	OXA-637	WP_052858477.1	beta-lactam	OXA-184 family class D beta-lactamase
639	OXA-638	OXA-638	WP_044779552.1	carbapenem/cephalosporin/penam	OXA-638	WP_044779552.1	beta-lactam	OXA-184 family class D beta-lactamase
640	OXA-639	OXA-639	WP_053872444.1	carbapenem/cephalosporin/penam	OXA-639	WP_053872444.1	beta-lactam	OXA-184 family class D beta-lactamase
641	OXA-640	OXA-640	WP_109545109.1	carbapenem/cephalosporin/penam	OXA-640	WP_109545109.1	beta-lactam	OXA-184 family class D beta-lactamase
642	OXA-642	OXA-642	WP_014206564.1	carbapenem/cephalosporin/penam	OXA-642	WP_014206564.1	carbapenem	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
643	OXA-643	OXA-643	WP_140423312.1	carbapenem/cephalosporin/penam	OXA-643	WP_140423312.1	beta-lactam	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
644	OXA-644	OXA-644	WP_140423313.1	carbapenem/cephalosporin/penam	OXA-644	WP_140423313.1	beta-lactam	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
