Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|WP_122630888.1|ARO:3005893|OXA-686	blaOXA-686	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-686	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630888.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-686	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630889.1|ARO:3005894|OXA-687	blaOXA-687	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-687	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630889.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-687	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630890.1|ARO:3005895|OXA-688	blaOXA-688	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-688	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630890.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-688	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630891.1|ARO:3005896|OXA-689	blaOXA-689	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-689	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630891.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-689	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630892.1|ARO:3005897|OXA-690	blaOXA-690	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-690	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630892.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-690	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630893.1|ARO:3005898|OXA-691	blaOXA-691	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-691	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630893.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-691	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630894.1|ARO:3005899|OXA-692	blaOXA-692	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-692	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630894.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-692	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630895.1|ARO:3005900|OXA-693	blaOXA-693	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-693	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630895.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-693	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630896.1|ARO:3005901|OXA-694	blaOXA-694	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-694	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630896.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-694	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630897.1|ARO:3005902|OXA-695	blaOXA-695	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-695	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630897.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-695	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630898.1|ARO:3005903|OXA-696	blaOXA-696	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-696	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630898.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-696	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630899.1|ARO:3005904|OXA-697	blaOXA-697	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-697	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630899.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-697	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630900.1|ARO:3005905|OXA-698	blaOXA-698	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-698	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630900.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-698	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630901.1|ARO:3005906|OXA-699	blaOXA-699	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-699	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630901.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-699	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630902.1|ARO:3005907|OXA-700	blaOXA-700	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-700	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630902.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-700	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630903.1|ARO:3005908|OXA-701	blaOXA-701	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-701	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630903.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-701	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630904.1|ARO:3005909|OXA-702	blaOXA-702	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-702	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630904.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-702	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630905.1|ARO:3005910|OXA-703	blaOXA-703	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-703	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630905.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-703	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630906.1|ARO:3005911|OXA-704	blaOXA-704	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-704	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630906.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-704	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630907.1|ARO:3005912|OXA-705	blaOXA-705	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-705	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630907.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-705	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630908.1|ARO:3005913|OXA-706	blaOXA-706	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-706	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630908.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-706	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630909.1|ARO:3005914|OXA-707	blaOXA-707	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-707	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630909.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-707	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630910.1|ARO:3005925|OXA-718	blaOXA-718	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-718	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630910.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-718	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630911.1|ARO:3005926|OXA-719	blaOXA-719	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-719	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630911.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-719	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630912.1|ARO:3005927|OXA-720	blaOXA-720	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-720	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630912.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-720	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630913.1|ARO:3005928|OXA-721	blaOXA-721	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-721	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630913.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-721	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630914.1|ARO:3005929|OXA-722	blaOXA-722	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-722	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630914.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-722	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630915.1|ARO:3005930|OXA-723	blaOXA-723	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-723	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630915.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-723	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630916.1|ARO:3005915|OXA-708	blaOXA-708	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-708	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630916.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-708	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630917.1|ARO:3005916|OXA-709	blaOXA-709	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-709	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630917.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-709	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630918.1|ARO:3005917|OXA-710	blaOXA-710	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-710	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630918.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-710	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630919.1|ARO:3005918|OXA-711	blaOXA-711	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-711	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630919.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-711	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630920.1|ARO:3005919|OXA-712	blaOXA-712	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-712	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630920.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-712	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630921.1|ARO:3005920|OXA-713	blaOXA-713	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-713	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630921.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-713	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630922.1|ARO:3005921|OXA-714	blaOXA-714	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-714	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_122630922.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-714	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630923.1|ARO:3005981|OXA-777	blaOXA-777	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-777	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_122630923.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-777	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122630924.1|ARO:3005982|OXA-778	blaOXA-778	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-778	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_122630924.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-778	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_122634438.1|ARO:3005315|OXA-779	blaOXA-779	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-779	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_122634438.1	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-779	NF033104.0	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase
gb|WP_122634439.1|ARO:3005887|OXA-679	blaOXA-679	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-679	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_122634439.1	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-679	NF038333.1	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_125052736.1|ARO:3006031|OXA-834	blaOXA-834	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-834	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_125052736.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-834	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_126205827.1|ARO:3005988|OXA-785	blaOXA-785	OXA-184 family class D beta-lactamase OXA-785	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_126205827.1	OXA-184 family class D beta-lactamase OXA-785	NF000461.2	OXA-184 family class D beta-lactamase
gb|WP_128268238.1|ARO:3005942|OXA-738	blaOXA-738	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-738	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268238.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-738	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268239.1|ARO:3005944|OXA-740	blaOXA-740	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-740	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268239.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-740	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268240.1|ARO:3005945|OXA-741	blaOXA-741	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-741	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268240.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-741	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268241.1|ARO:3005946|OXA-742	blaOXA-742	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-742	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268241.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-742	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268242.1|ARO:3005947|OXA-743	blaOXA-743	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-743	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268242.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-743	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268243.1|ARO:3005948|OXA-744	blaOXA-744	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-744	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268243.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-744	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268244.1|ARO:3005949|OXA-745	blaOXA-745	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-745	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268244.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-745	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268245.1|ARO:3005950|OXA-746	blaOXA-746	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-746	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268245.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-746	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268246.1|ARO:3005951|OXA-747	blaOXA-747	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-747	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268246.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-747	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268247.1|ARO:3005952|OXA-748	blaOXA-748	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-748	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268247.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-748	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268248.1|ARO:3005953|OXA-749	blaOXA-749	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-749	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268248.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-749	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268249.1|ARO:3005954|OXA-750	blaOXA-750	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-750	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268249.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-750	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268250.1|ARO:3005955|OXA-751	blaOXA-751	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-751	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268250.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-751	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268251.1|ARO:3005956|OXA-752	blaOXA-752	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-752	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268251.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-752	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268252.1|ARO:3005957|OXA-753	blaOXA-753	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-753	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268252.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-753	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268253.1|ARO:3005958|OXA-754	blaOXA-754	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-754	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268253.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-754	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268254.1|ARO:3005959|OXA-755	blaOXA-755	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-755	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268254.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-755	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268255.1|ARO:3005960|OXA-756	blaOXA-756	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-756	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268255.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-756	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268256.1|ARO:3005961|OXA-757	blaOXA-757	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-757	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268256.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-757	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268257.1|ARO:3005962|OXA-758	blaOXA-758	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-758	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268257.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-758	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268258.1|ARO:3005963|OXA-759	blaOXA-759	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-759	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268258.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-759	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268259.1|ARO:3005964|OXA-760	blaOXA-760	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-760	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268259.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-760	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268260.1|ARO:3005965|OXA-761	blaOXA-761	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-761	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268260.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-761	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268261.1|ARO:3005966|OXA-762	blaOXA-762	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-762	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268261.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-762	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268262.1|ARO:3005967|OXA-763	blaOXA-763	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-763	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268262.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-763	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268263.1|ARO:3005968|OXA-764	blaOXA-764	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-764	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268263.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-764	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268264.1|ARO:3005969|OXA-765	blaOXA-765	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-765	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268264.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-765	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_128268265.1|ARO:3005970|OXA-766	blaOXA-766	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-766	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_128268265.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-766	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
