ID,Combined_AMR,RGI,AMRFinder,ncbi,subfamily,family,family__color,ncbi_family,card_family,Combined_drug_class,ncbi_drug_class,RGI_drug_class,AMRFinder_drug_class
WP_128268248.1,OXA-749,OXA-749,OXA-749,blaOXA-749,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-749,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268249.1,OXA-750,OXA-750,OXA-750,blaOXA-750,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-750,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268250.1,OXA-751,OXA-751,OXA-751,blaOXA-751,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-751,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268251.1,OXA-752,OXA-752,OXA-752,blaOXA-752,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-752,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268252.1,OXA-753,OXA-753,OXA-753,blaOXA-753,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-753,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268253.1,OXA-754,OXA-754,OXA-754,blaOXA-754,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-754,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268254.1,OXA-755,OXA-755,OXA-755,blaOXA-755,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-755,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268255.1,OXA-756,OXA-756,OXA-756,blaOXA-756,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-756,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268256.1,OXA-757,OXA-757,OXA-757,blaOXA-757,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-757,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268257.1,OXA-758,OXA-758,OXA-758,blaOXA-758,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-758,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268258.1,OXA-759,OXA-759,OXA-759,blaOXA-759,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-759,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268259.1,OXA-760,OXA-760,OXA-760,blaOXA-760,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-760,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268260.1,OXA-761,OXA-761,OXA-761,blaOXA-761,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-761,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268261.1,OXA-762,OXA-762,OXA-762,blaOXA-762,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-762,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268262.1,OXA-763,OXA-763,OXA-763,blaOXA-763,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-763,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268263.1,OXA-764,OXA-764,OXA-764,blaOXA-764,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-764,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268264.1,OXA-765,OXA-765,OXA-765,blaOXA-765,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-765,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268265.1,OXA-766,OXA-766,OXA-766,blaOXA-766,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-766,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268266.1,OXA-767,OXA-767,OXA-767,blaOXA-767,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-767,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268267.1,OXA-768,OXA-768,OXA-768,blaOXA-768,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-768,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268268.1,OXA-769,OXA-769,OXA-769,blaOXA-769,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-769,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268269.1,OXA-770,OXA-770,OXA-770,blaOXA-770,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-770,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268270.1,OXA-771,OXA-771,OXA-771,blaOXA-771,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-771,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268271.1,OXA-772,OXA-772,OXA-772,blaOXA-772,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-772,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268272.1,OXA-773,OXA-773,OXA-773,blaOXA-773,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-773,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268273.1,OXA-774,OXA-774,OXA-774,blaOXA-774,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-774,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268274.1,OXA-775,OXA-775,OXA-775,blaOXA-775,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-775,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268275.1,OXA-776,OXA-776,OXA-776,blaOXA-776,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-776,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268276.1,OXA-781,OXA-781,OXA-781,blaOXA-781,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-781,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_128268277.1,OXA-782,OXA-782,OXA-782,blaOXA-782,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-782,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_136512088.1,OXA-797,OXA-797,OXA-797,blaOXA-797,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-797,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_136512089.1,OXA-798,OXA-798,OXA-798,blaOXA-798,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-798,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_136512090.1,OXA-799,OXA-799,OXA-799,blaOXA-799,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-799,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_136512091.1,OXA-800,OXA-800,OXA-800,blaOXA-800,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-800,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_140423321.1,OXA-828,OXA-828,OXA-828,blaOXA-828,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-828,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_140423322.1,OXA-829,OXA-829,OXA-829,blaOXA-829,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-829,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_140423323.1,OXA-831,OXA-831,OXA-831,blaOXA-831,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-831,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_125052736.1,OXA-834,OXA-834,OXA-834,blaOXA-834,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-834,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315469.1,OXA-852,OXA-852,OXA-852,blaOXA-852,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-852,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_114252036.1,OXA-853,OXA-853,OXA-853,blaOXA-853,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-853,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_114158997.1,OXA-854,OXA-854,OXA-854,blaOXA-854,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-854,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_032061328.1,OXA-855,OXA-855,OXA-855,blaOXA-855,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-855,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_001021774.1,OXA-856,OXA-856,OXA-856,blaOXA-856,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-856,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315470.1,OXA-857,OXA-857,OXA-857,blaOXA-857,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-857,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315471.1,OXA-858,OXA-858,OXA-858,blaOXA-858,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-858,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315472.1,OXA-859,OXA-859,OXA-859,blaOXA-859,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-859,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315473.1,OXA-860,OXA-860,OXA-860,blaOXA-860,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-860,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315474.1,OXA-861,OXA-861,OXA-861,blaOXA-861,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-861,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315475.1,OXA-862,OXA-862,OXA-862,blaOXA-862,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-862,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315476.1,OXA-863,OXA-863,OXA-863,blaOXA-863,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-863,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315477.1,OXA-864,OXA-864,OXA-864,blaOXA-864,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-864,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315478.1,OXA-865,OXA-865,OXA-865,blaOXA-865,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-865,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315479.1,OXA-866,OXA-866,OXA-866,blaOXA-866,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-866,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315480.1,OXA-867,OXA-867,OXA-867,blaOXA-867,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-867,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315481.1,OXA-868,OXA-868,OXA-868,blaOXA-868,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-868,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315482.1,OXA-869,OXA-869,OXA-869,blaOXA-869,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-869,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315483.1,OXA-870,OXA-870,OXA-870,blaOXA-870,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-870,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315484.1,OXA-871,OXA-871,OXA-871,blaOXA-871,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-871,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315485.1,OXA-872,OXA-872,OXA-872,blaOXA-872,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-872,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315486.1,OXA-873,OXA-873,OXA-873,blaOXA-873,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-873,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315487.1,OXA-874,OXA-874,OXA-874,blaOXA-874,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-874,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315488.1,OXA-875,OXA-875,OXA-875,blaOXA-875,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-875,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315489.1,OXA-876,OXA-876,OXA-876,blaOXA-876,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-876,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315490.1,OXA-877,OXA-877,OXA-877,blaOXA-877,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-877,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315491.1,OXA-878,OXA-878,OXA-878,blaOXA-878,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-878,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
WP_152315492.1,OXA-879,OXA-879,OXA-879,blaOXA-879,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-879,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),carbapenem/cephalosporin/penam,beta-lactam
